validation_loss,test_loss,unnormalised_test_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.3655786514282227,2.3521616458892822,inf,0.7108104228973389,False,1,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.7108104228973389,154106,r10585,10.12.92.124,0.7108104228973389,1
2.341301202774048,2.3491172790527344,inf,0.03515815734863281,False,2,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.7459685802459717,154106,r10585,10.12.92.124,0.7459685802459717,2
2.3266468048095703,2.345973253250122,inf,0.0292356014251709,False,3,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.7752041816711426,154106,r10585,10.12.92.124,0.7752041816711426,3
2.361912727355957,2.342571258544922,inf,0.029221534729003906,False,4,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.8044257164001465,154106,r10585,10.12.92.124,0.8044257164001465,4
2.3464951515197754,2.3393683433532715,inf,0.029405593872070312,False,5,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.8338313102722168,154106,r10585,10.12.92.124,0.8338313102722168,5
2.3512744903564453,2.335705518722534,inf,0.029947280883789062,False,6,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.8637785911560059,154106,r10585,10.12.92.124,0.8637785911560059,6
2.372079849243164,2.3320255279541016,inf,0.028467655181884766,False,7,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.8922462463378906,154106,r10585,10.12.92.124,0.8922462463378906,7
2.3186655044555664,2.328239917755127,inf,0.029122591018676758,False,8,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.9213688373565674,154106,r10585,10.12.92.124,0.9213688373565674,8
2.331916332244873,2.324636459350586,inf,0.02941274642944336,False,9,6ec5b_00000,2025-01-27_15-53-22,1737989602,0.9507815837860107,154106,r10585,10.12.92.124,0.9507815837860107,9
2.3178155422210693,2.321136713027954,inf,0.0663611888885498,False,10,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.0171427726745605,154106,r10585,10.12.92.124,1.0171427726745605,10
2.294833183288574,2.317006826400757,inf,0.038725852966308594,False,11,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.0558686256408691,154106,r10585,10.12.92.124,1.0558686256408691,11
2.258277177810669,2.3130788803100586,inf,0.029652833938598633,False,12,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.0855214595794678,154106,r10585,10.12.92.124,1.0855214595794678,12
2.359987735748291,2.309417247772217,inf,0.030251502990722656,False,13,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.1157729625701904,154106,r10585,10.12.92.124,1.1157729625701904,13
2.3334293365478516,2.30513858795166,inf,0.030036211013793945,False,14,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.1458091735839844,154106,r10585,10.12.92.124,1.1458091735839844,14
2.2977418899536133,2.300753355026245,inf,0.02962946891784668,False,15,6ec5b_00000,2025-01-27_15-53-22,1737989602,1.175438642501831,154106,r10585,10.12.92.124,1.175438642501831,15
2.2580556869506836,2.2963452339172363,inf,0.031543731689453125,False,16,6ec5b_00000,2025-01-27_15-53-23,1737989603,1.2069823741912842,154106,r10585,10.12.92.124,1.2069823741912842,16
2.3042964935302734,2.292088270187378,inf,0.029722213745117188,False,17,6ec5b_00000,2025-01-27_15-53-23,1737989603,1.2367045879364014,154106,r10585,10.12.92.124,1.2367045879364014,17
2.3228232860565186,2.2880680561065674,inf,0.030214786529541016,False,18,6ec5b_00000,2025-01-27_15-53-23,1737989603,1.2669193744659424,154106,r10585,10.12.92.124,1.2669193744659424,18
2.302095413208008,2.283787488937378,inf,0.02961897850036621,False,19,6ec5b_00000,2025-01-27_15-53-23,1737989603,1.2965383529663086,154106,r10585,10.12.92.124,1.2965383529663086,19
2.3003697395324707,2.2799618244171143,inf,0.05993294715881348,True,20,6ec5b_00000,2025-01-27_15-53-23,1737989603,1.356471300125122,154106,r10585,10.12.92.124,1.356471300125122,20
