validation_loss,test_loss,unnormalised_test_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.4237215518951416,2.360868453979492,inf,0.705681324005127,False,1,74382_00001,2025-01-27_14-49-18,1737985758,0.705681324005127,101045,r10585,10.12.92.124,0.705681324005127,1
2.3547089099884033,2.360621929168701,inf,0.03560137748718262,False,2,74382_00001,2025-01-27_14-49-18,1737985758,0.7412827014923096,101045,r10585,10.12.92.124,0.7412827014923096,2
2.3841145038604736,2.3603756427764893,inf,0.028523683547973633,False,3,74382_00001,2025-01-27_14-49-18,1737985758,0.7698063850402832,101045,r10585,10.12.92.124,0.7698063850402832,3
2.300269365310669,2.36010479927063,inf,0.028865814208984375,False,4,74382_00001,2025-01-27_14-49-19,1737985759,0.7986721992492676,101045,r10585,10.12.92.124,0.7986721992492676,4
2.236199140548706,2.359880208969116,inf,0.028719663619995117,False,5,74382_00001,2025-01-27_14-49-19,1737985759,0.8273918628692627,101045,r10585,10.12.92.124,0.8273918628692627,5
2.4254140853881836,2.359597682952881,inf,0.02999114990234375,False,6,74382_00001,2025-01-27_14-49-19,1737985759,0.8573830127716064,101045,r10585,10.12.92.124,0.8573830127716064,6
2.275313377380371,2.359386682510376,inf,0.028704166412353516,False,7,74382_00001,2025-01-27_14-49-19,1737985759,0.88608717918396,101045,r10585,10.12.92.124,0.88608717918396,7
2.413861036300659,2.3591394424438477,inf,0.028985261917114258,False,8,74382_00001,2025-01-27_14-49-19,1737985759,0.9150724411010742,101045,r10585,10.12.92.124,0.9150724411010742,8
2.2607102394104004,2.3589110374450684,inf,0.028240203857421875,False,9,74382_00001,2025-01-27_14-49-19,1737985759,0.9433126449584961,101045,r10585,10.12.92.124,0.9433126449584961,9
2.3099987506866455,2.358633518218994,inf,0.057649850845336914,False,10,74382_00001,2025-01-27_14-49-19,1737985759,1.000962495803833,101045,r10585,10.12.92.124,1.000962495803833,10
2.357605218887329,2.3583426475524902,inf,0.03829455375671387,False,11,74382_00001,2025-01-27_14-49-19,1737985759,1.0392570495605469,101045,r10585,10.12.92.124,1.0392570495605469,11
2.367206573486328,2.3580198287963867,inf,0.029658794403076172,False,12,74382_00001,2025-01-27_14-49-19,1737985759,1.068915843963623,101045,r10585,10.12.92.124,1.068915843963623,12
2.339427947998047,2.357728958129883,inf,0.028808116912841797,False,13,74382_00001,2025-01-27_14-49-19,1737985759,1.0977239608764648,101045,r10585,10.12.92.124,1.0977239608764648,13
2.327519178390503,2.3574368953704834,inf,0.028584957122802734,False,14,74382_00001,2025-01-27_14-49-19,1737985759,1.1263089179992676,101045,r10585,10.12.92.124,1.1263089179992676,14
