validation_loss,test_loss,unnormalised_test_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.3174867630004883,2.3152334690093994,inf,0.6949667930603027,False,1,3acbc_00001,2025-01-27_14-47-39,1737985659,0.6949667930603027,99279,r10585,10.12.92.124,0.6949667930603027,1
2.347672462463379,2.315228223800659,inf,0.03393673896789551,False,2,3acbc_00001,2025-01-27_14-47-39,1737985659,0.7289035320281982,99279,r10585,10.12.92.124,0.7289035320281982,2
2.2702040672302246,2.31522274017334,inf,0.03145480155944824,False,3,3acbc_00001,2025-01-27_14-47-39,1737985659,0.7603583335876465,99279,r10585,10.12.92.124,0.7603583335876465,3
2.2805404663085938,2.315215826034546,inf,0.029538393020629883,False,4,3acbc_00001,2025-01-27_14-47-39,1737985659,0.7898967266082764,99279,r10585,10.12.92.124,0.7898967266082764,4
2.311509132385254,2.3152077198028564,inf,0.028682708740234375,False,5,3acbc_00001,2025-01-27_14-47-39,1737985659,0.8185794353485107,99279,r10585,10.12.92.124,0.8185794353485107,5
2.318011522293091,2.315199375152588,inf,0.03073716163635254,False,6,3acbc_00001,2025-01-27_14-47-39,1737985659,0.8493165969848633,99279,r10585,10.12.92.124,0.8493165969848633,6
2.255847930908203,2.3151907920837402,inf,0.028502225875854492,False,7,3acbc_00001,2025-01-27_14-47-39,1737985659,0.8778188228607178,99279,r10585,10.12.92.124,0.8778188228607178,7
2.3091084957122803,2.3151822090148926,inf,0.028685331344604492,False,8,3acbc_00001,2025-01-27_14-47-39,1737985659,0.9065041542053223,99279,r10585,10.12.92.124,0.9065041542053223,8
2.275106906890869,2.315173625946045,inf,0.028713703155517578,False,9,3acbc_00001,2025-01-27_14-47-40,1737985660,0.9352178573608398,99279,r10585,10.12.92.124,0.9352178573608398,9
