validation_loss,test_loss,unnormalised_test_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.2596373558044434,2.2761192321777344,inf,0.6999266147613525,False,1,af463_00000,2025-01-27_16-02-18,1737990138,0.6999266147613525,159203,r10585,10.12.92.124,0.6999266147613525,1
2.270662546157837,2.223463296890259,inf,0.03365969657897949,False,2,af463_00000,2025-01-27_16-02-18,1737990138,0.733586311340332,159203,r10585,10.12.92.124,0.733586311340332,2
2.089874029159546,2.1515438556671143,inf,0.029409170150756836,False,3,af463_00000,2025-01-27_16-02-18,1737990138,0.7629954814910889,159203,r10585,10.12.92.124,0.7629954814910889,3
2.161142349243164,2.0661869049072266,inf,0.029348373413085938,False,4,af463_00000,2025-01-27_16-02-18,1737990138,0.7923438549041748,159203,r10585,10.12.92.124,0.7923438549041748,4
2.0615732669830322,1.9726873636245728,inf,0.028500795364379883,False,5,af463_00000,2025-01-27_16-02-18,1737990138,0.8208446502685547,159203,r10585,10.12.92.124,0.8208446502685547,5
1.9564201831817627,1.8782144784927368,inf,0.029753923416137695,False,6,af463_00000,2025-01-27_16-02-19,1737990139,0.8505985736846924,159203,r10585,10.12.92.124,0.8505985736846924,6
1.795458197593689,1.7820996046066284,inf,0.028645753860473633,False,7,af463_00000,2025-01-27_16-02-19,1737990139,0.879244327545166,159203,r10585,10.12.92.124,0.879244327545166,7
1.5831581354141235,1.6875810623168945,inf,0.02888035774230957,False,8,af463_00000,2025-01-27_16-02-19,1737990139,0.9081246852874756,159203,r10585,10.12.92.124,0.9081246852874756,8
1.7164877653121948,1.5963414907455444,inf,0.028964757919311523,False,9,af463_00000,2025-01-27_16-02-19,1737990139,0.9370894432067871,159203,r10585,10.12.92.124,0.9370894432067871,9
1.36968994140625,1.5128639936447144,inf,0.055208683013916016,False,10,af463_00000,2025-01-27_16-02-19,1737990139,0.9922981262207031,159203,r10585,10.12.92.124,0.9922981262207031,10
1.5840486288070679,1.4294682741165161,inf,0.036446571350097656,False,11,af463_00000,2025-01-27_16-02-19,1737990139,1.0287446975708008,159203,r10585,10.12.92.124,1.0287446975708008,11
1.2566461563110352,1.3587197065353394,inf,0.02822136878967285,False,12,af463_00000,2025-01-27_16-02-19,1737990139,1.0569660663604736,159203,r10585,10.12.92.124,1.0569660663604736,12
1.3324161767959595,1.2963852882385254,inf,0.02850031852722168,False,13,af463_00000,2025-01-27_16-02-19,1737990139,1.0854663848876953,159203,r10585,10.12.92.124,1.0854663848876953,13
1.2204896211624146,1.2394086122512817,inf,0.028074264526367188,False,14,af463_00000,2025-01-27_16-02-19,1737990139,1.1135406494140625,159203,r10585,10.12.92.124,1.1135406494140625,14
0.9976924061775208,1.1859033107757568,inf,0.028263568878173828,False,15,af463_00000,2025-01-27_16-02-19,1737990139,1.1418042182922363,159203,r10585,10.12.92.124,1.1418042182922363,15
0.9496541619300842,1.1326204538345337,inf,0.029532670974731445,False,16,af463_00000,2025-01-27_16-02-19,1737990139,1.1713368892669678,159203,r10585,10.12.92.124,1.1713368892669678,16
1.0583605766296387,1.085021734237671,inf,0.02875494956970215,False,17,af463_00000,2025-01-27_16-02-19,1737990139,1.20009183883667,159203,r10585,10.12.92.124,1.20009183883667,17
1.2287157773971558,1.0523983240127563,inf,0.027846336364746094,False,18,af463_00000,2025-01-27_16-02-19,1737990139,1.227938175201416,159203,r10585,10.12.92.124,1.227938175201416,18
1.181520700454712,1.0315698385238647,inf,0.028539180755615234,False,19,af463_00000,2025-01-27_16-02-19,1737990139,1.2564773559570312,159203,r10585,10.12.92.124,1.2564773559570312,19
0.9783312082290649,1.0158510208129883,inf,0.054236412048339844,True,20,af463_00000,2025-01-27_16-02-19,1737990139,1.310713768005371,159203,r10585,10.12.92.124,1.310713768005371,20
